"Previous Test ID","Source File","Application","Role","Module","Feature","Scenario","Precondition","Steps","Expected","Previous Result","Previous Defect","Previous Blocker","Previous Evidence"
"CTRL-017","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Mobile tab","Pointer switching works; expected tab role and selected state missing.","See source evidence","Pointer switching works; expected tab role and selected state missing.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-02-47-798Z/plumber-05-login.json"
"CTRL-018","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Email tab","Pointer switching works; expected tab role and selected state missing.","See source evidence","Pointer switching works; expected tab role and selected state missing.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-02-47-798Z/plumber-05-login.json"
"CTRL-019","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Mobile input","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","See source evidence","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","Behavior described by historical assertion","PASS","","","2026-09-13T16-02-47-798Z/plumber-actions.json"
"CTRL-020","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Email input","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","See source evidence","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","Behavior described by historical assertion","PASS","","","2026-09-13T16-02-47-798Z/plumber-actions.json"
"CTRL-021","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Password input","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","See source evidence","Text entry and keyboard focus exercised. Empty/invalid feedback is a separate failed assertion.","Behavior described by historical assertion","PASS","","","2026-09-13T16-02-47-798Z/plumber-actions.json"
"CTRL-022","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Remember me","Visual on/off works; checkbox role and checked state missing. Authenticated persistence blocked.","See source evidence","Visual on/off works; checkbox role and checked state missing. Authenticated persistence blocked.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-02-47-798Z/plumber-actions.json"
"CTRL-023","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Continue","Continue email target retired; validation/recovery/social feedback missing.","See source evidence","Continue email target retired; validation/recovery/social feedback missing.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-02-47-798Z/plumber-actions.json; 2026-09-13T15-55-49-652Z/plumber-login.json"
"CTRL-024","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Forgot Password?","Continue email target retired; validation/recovery/social feedback missing.","See source evidence","Continue email target retired; validation/recovery/social feedback missing.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-02-47-798Z/plumber-actions.json; 2026-09-13T15-55-49-652Z/plumber-login.json"
"CTRL-025","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Google","Continue email target retired; validation/recovery/social feedback missing.","See source evidence","Continue email target retired; validation/recovery/social feedback missing.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-02-47-798Z/plumber-actions.json; 2026-09-13T15-55-49-652Z/plumber-login.json"
"CTRL-026","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Facebook","Continue email target retired; validation/recovery/social feedback missing.","See source evidence","Continue email target retired; validation/recovery/social feedback missing.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-02-47-798Z/plumber-actions.json; 2026-09-13T15-55-49-652Z/plumber-login.json"
"CTRL-027","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Login","Sign up","Exact pointer click opens form, but link absent from recorded keyboard tab loop.","See source evidence","Exact pointer click opens form, but link absent from recorded keyboard tab loop.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-actions.json; 2026-09-13T16-02-47-798Z/plumber-login-keyboard.json"
"CTRL-028","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Full name","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","See source evidence","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-registration-axe.json"
"CTRL-029","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Email","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","See source evidence","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-registration-axe.json"
"CTRL-030","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Mobile number","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","See source evidence","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-registration-axe.json"
"CTRL-031","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Password","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","See source evidence","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-registration-axe.json"
"CTRL-032","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Confirm password","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","See source evidence","All five controls fail accessible-name check. Field-specific numeric/long/Unicode validation not certified.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-registration-axe.json"
"CTRL-033","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Create Plumber Account","Blank submission produces no visible feedback. Successful creation blocked.","See source evidence","Blank submission produces no visible feedback. Successful creation blocked.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-034","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","Registration","Already registered? Log in","Returns to login before QA mobile/OTP test.","See source evidence","Returns to login before QA mobile/OTP test.","Behavior described by historical assertion","PASS","","","2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-035","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Digit 1","Entry exercised; all inputs lack accessible names.","See source evidence","Entry exercised; all inputs lack accessible names.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-otp-axe.json; 2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-036","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Digit 2","Entry exercised; all inputs lack accessible names.","See source evidence","Entry exercised; all inputs lack accessible names.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-otp-axe.json; 2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-037","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Digit 3","Entry exercised; all inputs lack accessible names.","See source evidence","Entry exercised; all inputs lack accessible names.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-otp-axe.json; 2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-038","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Digit 4","Entry exercised; all inputs lack accessible names.","See source evidence","Entry exercised; all inputs lack accessible names.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-otp-axe.json; 2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-039","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Digit 5","Entry exercised; all inputs lack accessible names.","See source evidence","Entry exercised; all inputs lack accessible names.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-otp-axe.json; 2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-040","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Digit 6","Entry exercised; all inputs lack accessible names.","See source evidence","Entry exercised; all inputs lack accessible names.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-otp-axe.json; 2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-041","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Verify & Continue","Controls attempt requests to retired backend. OTP correctness and delivery blocked.","See source evidence","Controls attempt requests to retired backend. OTP correctness and delivery blocked.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-actions.json"
"CTRL-042","reports/full-e2e-qa/control-coverage.csv","Plumber","PLUMBER","OTP","Resend OTP","Controls attempt requests to retired backend. OTP correctness and delivery blocked.","See source evidence","Controls attempt requests to retired backend. OTP correctness and delivery blocked.","Behavior described by historical assertion","FAIL","","","2026-09-13T16-05-36-434Z/plumber-actions.json"
